RespId,weight,age,Education,race,gender,income_cat,voter_category,Union Voting,Community Meetings,Stay Informed,Community Emblem,Community Events,Know Pledge & Rules,Support Worker Rights,Respect Dissent,Belief in God,Protest Injustice
476264,1.2755,32,High school or less,White,Female,Less than $40k,rarely/never,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important
476265,1.0591,61,High school or less,White,Female,$40-75k,always,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important
476266,0.5096,83,Some college,Hispanic,Male,$40-75k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476267,1.1668,59,High school or less,White,Female,Less than $40k,rarely/never,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,Not at all important
476268,2.1065,42,High school or less,White,Female,$40-75k,rarely/never,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476269,0.9511,73,College,White,Male,$125k or more,sporadic,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Not at all important,Very important
476270,0.861,60,Some college,Other/Mixed,Female,$40-75k,sporadic,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important
476272,1.0767,47,College,White,Male,$125k or more,rarely/never,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important
476273,0.6793,67,High school or less,Black,Male,$40-75k,sporadic,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important
476274,1.4617,41,Some college,White,Female,$75-125k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important
486792,0.923,27,College,Black,Female,$125k or more,rarely/never,Very important,Somewhat important,Very important,Not at all important,Very important,Not so important,Somewhat important,Somewhat important,Not at all important,Somewhat important
476275,0.9504,26,Some college,White,Male,$40-75k,rarely/never,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important
486796,0.9252,61,High school or less,White,Female,Less than $40k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476278,1.5824,33,High school or less,Hispanic,Female,Less than $40k,rarely/never,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Not so important
476280,0.8683,73,College,White,Female,$75-125k,sporadic,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important
476282,1.4313,22,Some college,Hispanic,Female,$125k or more,always,Very important,Somewhat important,Not so important,Not so important,Very important,Somewhat important,Very important,Not at all important,Not at all important,Not at all important
476283,1.237,37,Some college,White,Female,$40-75k,rarely/never,Somewhat important,Not so important,Not at all important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not at all important
476286,1.0844,51,College,White,Male,$125k or more,sporadic,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Not so important
476287,0.9182,79,High school or less,White,Male,Less than $40k,rarely/never,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476288,0.3834,60,College,Hispanic,Male,$125k or more,always,Very important,Very important,Somewhat important,Not at all important,Very important,Not so important,Very important,Not at all important,Not so important,Not at all important
476289,0.96,50,College,White,Male,$40-75k,sporadic,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Not at all important,Very important
476291,1.0675,48,Some college,White,Female,Less than $40k,sporadic,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Not so important
476292,0.4165,47,College,Hispanic,Female,$75-125k,sporadic,Very important,Very important,Not so important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important
486812,1.0827,70,High school or less,Hispanic,Female,$40-75k,sporadic,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476293,1.063,58,High school or less,White,Male,$75-125k,always,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important
476294,0.7988,81,College,White,Female,$40-75k,always,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important
476295,0.9676,71,College,White,Male,$125k or more,always,Very important,Very important,Very important,Not at all important,Very important,Not so important,Somewhat important,Very important,Not at all important,Very important
476297,0.9958,23,Some college,White,Male,$125k or more,always,Very important,Somewhat important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Not so important
476298,0.258,61,College,Black,Male,Less than $40k,sporadic,Somewhat important,Not so important,Somewhat important,Not at all important,Somewhat important,Not so important,Somewhat important,Very important,Somewhat important,Somewhat important
476299,1.1899,34,Some college,White,Male,Less than $40k,sporadic,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important
476300,0.6866,54,College,Black,Female,$125k or more,always,Very important,Not at all important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Very important,Not at all important
476301,1.2521,32,High school or less,Hispanic,Male,Less than $40k,sporadic,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important
476303,0.8473,71,Some college,White,Female,$40-75k,sporadic,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476304,0.4099,52,College,Black,Male,$75-125k,always,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not so important,Very important
476305,0.7202,38,College,Hispanic,Female,$75-125k,rarely/never,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important
476307,0.9286,55,High school or less,Hispanic,Female,Less than $40k,rarely/never,Very important,Not so important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important
476308,0.8912,76,Some college,White,Male,$40-75k,rarely/never,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
476309,0.3894,62,College,Black,Female,$40-75k,always,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important
476310,0.6916,54,College,Black,Female,$125k or more,sporadic,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important
476312,0.6637,73,College,Other/Mixed,Male,$125k or more,sporadic,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476314,0.5682,65,High school or less,Black,Male,Less than $40k,sporadic,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Not so important
476315,1.0583,59,College,White,Male,$125k or more,always,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476317,0.7309,27,College,White,Male,Less than $40k,sporadic,Very important,Somewhat important,Very important,Not at all important,Very important,Not at all important,Somewhat important,Somewhat important,Not at all important,Somewhat important
476318,1.0742,22,Some college,White,Female,Less than $40k,rarely/never,Not so important,Somewhat important,Somewhat important,Not at all important,Very important,Not at all important,Not so important,Very important,Not so important,Not so important
476319,0.566,39,College,Hispanic,Male,$75-125k,sporadic,Very important,Very important,Very important,Not so important,Very important,Not so important,Somewhat important,Very important,Somewhat important,Very important
476320,1.2486,52,College,White,Female,$125k or more,always,Very important,Very important,Somewhat important,Not so important,Very important,Not so important,Somewhat important,Very important,Not at all important,Somewhat important
476321,0.9224,22,Some college,White,Male,$75-125k,always,Very important,Not so important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Not so important
476322,0.7104,48,Some college,Hispanic,Female,$125k or more,sporadic,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476323,1.5615,42,College,White,Female,$125k or more,sporadic,Very important,Not at all important,Not so important,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Not at all important
476324,1.1272,57,High school or less,Hispanic,Female,Less than $40k,rarely/never,Not so important,Very important,Not at all important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476326,1.1676,36,College,White,Male,$125k or more,sporadic,Very important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important
476327,0.8184,71,College,White,Male,$125k or more,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important
476328,1.0039,43,High school or less,Black,Male,Less than $40k,rarely/never,Somewhat important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not so important,Very important,Somewhat important
476329,0.7833,29,College,Other/Mixed,Male,$75-125k,sporadic,Very important,Very important,Very important,Not at all important,Very important,Not at all important,Not so important,Very important,Not at all important,Very important
476330,0.9546,48,College,White,Female,$75-125k,always,Very important,Somewhat important,Very important,Not at all important,Very important,Not so important,Very important,Very important,Not at all important,Very important
476331,1.2286,54,High school or less,White,Female,Less than $40k,rarely/never,Not so important,Not so important,Somewhat important,Very important,Not so important,Very important,Very important,Somewhat important,Very important,Somewhat important
476335,0.5402,66,Some college,Black,Female,$40-75k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important,Very important
476336,0.8002,29,College,White,Male,$40-75k,rarely/never,Very important,Very important,Not so important,Very important,Very important,Very important,Very important,Very important,Not so important,Not so important
476337,0.9162,65,High school or less,Hispanic,Female,$40-75k,sporadic,Somewhat important,Not so important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not so important
476338,1.1906,45,High school or less,White,Male,$75-125k,rarely/never,Not so important,Somewhat important,Not so important,Somewhat important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Not so important
476339,1.2486,53,College,White,Female,$125k or more,sporadic,Very important,Very important,Somewhat important,Not so important,Very important,Not so important,Very important,Very important,Not so important,Somewhat important
486863,1.1699,56,Some college,White,Female,$40-75k,sporadic,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important
476340,1.0143,55,High school or less,White,Male,$40-75k,sporadic,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Not so important,Very important
476341,1.6568,41,High school or less,Black,Male,Less than $40k,rarely/never,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Not so important,Not so important,Very important,Very important
476343,0.5393,34,College,Hispanic,Male,$75-125k,always,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,Not so important
476345,1.1619,44,Some college,Other/Mixed,Male,$40-75k,rarely/never,Somewhat important,Somewhat important,Not so important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Not so important,Not so important
476346,0.8652,25,Some college,White,Male,Less than $40k,always,Very important,Very important,Very important,Somewhat important,Very important,Not so important,Very important,Very important,Not so important,Somewhat important
476347,0.9,52,High school or less,Hispanic,Female,Less than $40k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
486874,0.3506,48,Some college,Hispanic,Male,$40-75k,sporadic,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important
476350,1.0233,34,College,White,Female,$75-125k,rarely/never,Somewhat important,Not so important,Not so important,Not so important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not at all important
476351,1.0547,43,College,White,Male,$75-125k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476352,0.9855,62,Some college,White,Male,$125k or more,sporadic,Very important,,,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important
476353,0.288,69,College,Hispanic,Male,$75-125k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476355,1.1906,45,High school or less,White,Male,$75-125k,rarely/never,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important
476357,1.3059,57,Some college,White,Male,$125k or more,always,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important
476358,1.2225,40,High school or less,White,Male,$75-125k,sporadic,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Very important,Not so important,Somewhat important
476359,0.7479,79,College,White,Male,$40-75k,always,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476360,0.416,52,College,Hispanic,Male,$40-75k,sporadic,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Not so important
476361,1.0267,78,College,White,Female,$125k or more,sporadic,Very important,Not so important,Very important,Not so important,Very important,Very important,Somewhat important,Somewhat important,Not at all important,Somewhat important
476362,0.9319,67,High school or less,Hispanic,Female,Less than $40k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Very important
476363,0.7921,60,Some college,White,Male,Less than $40k,rarely/never,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important,Not at all important
476364,0.9198,29,College,Hispanic,Male,$40-75k,sporadic,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Not so important
476366,0.9855,61,Some college,White,Male,$75-125k,sporadic,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important
476368,1.0723,28,College,White,Female,$75-125k,always,Very important,Somewhat important,Somewhat important,Not at all important,Somewhat important,Very important,Not so important,Somewhat important,Not at all important,Somewhat important
476369,1.1986,49,High school or less,White,Male,$125k or more,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476370,1.3135,52,College,White,Female,$125k or more,sporadic,Somewhat important,Somewhat important,Not so important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not so important
476372,1.0767,48,College,White,Male,$125k or more,rarely/never,Not so important,Somewhat important,Not so important,Not so important,Very important,Not so important,Very important,Very important,Not so important,Not so important
476374,1.063,49,High school or less,White,Male,$75-125k,sporadic,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Very important
476375,0.3353,65,College,Black,Male,$75-125k,always,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important
476377,1.4698,33,High school or less,White,Female,$40-75k,sporadic,Very important,Not so important,Not so important,Not at all important,Very important,Not at all important,Not so important,Very important,Not at all important,Somewhat important
486904,0.5983,60,High school or less,Black,Male,Less than $40k,rarely/never,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476379,0.6124,37,College,Hispanic,Male,$75-125k,sporadic,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Very important
476380,0.7309,24,College,White,Male,$40-75k,always,Very important,Somewhat important,Somewhat important,Not so important,Very important,Not so important,Very important,Somewhat important,Not at all important,Very important
476381,0.5977,67,High school or less,Black,Male,Less than $40k,rarely/never,Somewhat important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important
476382,0.8768,26,Some college,White,Male,$75-125k,rarely/never,Somewhat important,Somewhat important,Somewhat important,Not so important,Somewhat important,Not so important,Somewhat important,Very important,Not at all important,Very important
476383,0.8489,29,College,White,Male,$125k or more,always,Very important,Very important,Somewhat important,Not at all important,Somewhat important,Not at all important,Not so important,Very important,Not at all important,Somewhat important
476384,1.393,46,High school or less,White,Male,$125k or more,rarely/never,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476385,1.1496,55,Some college,White,Female,$75-125k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important
476386,1.0754,32,High school or less,Black,Male,Less than $40k,rarely/never,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important
486915,1.58,40,High school or less,Hispanic,Female,Less than $40k,rarely/never,,Not at all important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,
476391,0.8184,79,College,White,Male,$75-125k,sporadic,Very important,Very important,Very important,Not at all important,Very important,Not at all important,Not so important,Somewhat important,Somewhat important,Very important
476393,0.7281,28,College,White,Male,$75-125k,sporadic,Very important,Not so important,Somewhat important,Not at all important,Somewhat important,Not so important,Somewhat important,Very important,Not so important,Somewhat important
476394,0.9511,64,College,White,Male,$125k or more,always,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Not at all important,Somewhat important
476395,0.71,32,Some college,Hispanic,Male,Less than $40k,rarely/never,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476398,0.8518,56,High school or less,White,Male,Less than $40k,rarely/never,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not at all important
476399,0.8816,62,Some college,White,Female,$75-125k,always,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Not so important
476400,0.8123,78,High school or less,White,Female,Less than $40k,sporadic,Very important,Very important,Very important,Not at all important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important
476402,1.3006,36,High school or less,White,Male,$40-75k,sporadic,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476405,0.7623,26,College,Black,Female,$40-75k,always,Very important,Very important,Somewhat important,Not at all important,Very important,Not at all important,Somewhat important,Not so important,Not at all important,Somewhat important
476406,1.3041,53,College,White,Female,$125k or more,always,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Somewhat important,Not so important,Not at all important
476407,0.8261,39,Some college,Black,Female,Less than $40k,sporadic,Very important,Very important,Not at all important,Somewhat important,Very important,Somewhat important,Very important,Not at all important,Very important,Very important
476409,0.7646,61,College,White,Female,$75-125k,sporadic,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important
476410,1.3762,37,High school or less,Hispanic,Female,Less than $40k,sporadic,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important
476412,1.0274,36,College,White,Male,$125k or more,rarely/never,Not so important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Very important
476414,1.2323,42,Some college,White,Female,$75-125k,sporadic,Very important,Not so important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important
486942,0.5381,59,College,Black,Female,$40-75k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important
476416,0.5401,42,College,Hispanic,Male,$40-75k,sporadic,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important
476418,0.8311,55,High school or less,Hispanic,Female,$40-75k,sporadic,Very important,Not at all important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important
486947,1.4723,37,Some college,White,Female,$75-125k,rarely/never,Somewhat important,Not so important,Very important,Very important,Not so important,Very important,Very important,Somewhat important,Somewhat important,Not at all important
476419,1.0341,66,College,White,Female,$125k or more,sporadic,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important
476420,0.4084,66,Some college,Hispanic,Male,$75-125k,sporadic,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important
476421,1.0943,65,High school or less,White,Female,$75-125k,always,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important
486951,1.6873,49,High school or less,White,Female,$125k or more,sporadic,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not so important,Not so important
476422,1.3469,33,High school or less,White,Female,$75-125k,rarely/never,Somewhat important,Not so important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Not at all important
476423,2.2076,34,High school or less,White,Female,$75-125k,sporadic,Somewhat important,Not at all important,Not so important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Not at all important,Not so important
476424,1.0783,37,High school or less,White,Female,Less than $40k,rarely/never,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important
476426,0.7713,71,College,Other/Mixed,Male,$125k or more,sporadic,Very important,Very important,Very important,Not so important,Very important,Very important,Very important,Very important,Not at all important,Very important
476427,1.0092,65,College,White,Female,$125k or more,always,Very important,Somewhat important,Very important,Not at all important,Very important,Not so important,Very important,Very important,Not at all important,Very important
476430,0.6899,61,College,White,Male,$75-125k,always,Very important,Very important,Very important,Not so important,Very important,Not so important,Somewhat important,Very important,Not at all important,Very important
476433,1.0533,71,Some college,White,Female,$75-125k,always,Very important,Very important,Very important,Somewhat important,Very important,Not so important,Very important,Very important,Not at all important,Somewhat important
486964,1.2291,25,Some college,Hispanic,Male,$75-125k,rarely/never,Very important,Very important,Somewhat important,Not at all important,Very important,Not at all important,Not so important,Very important,Not at all important,Very important
486965,0.7082,31,College,Other/Mixed,Male,Less than $40k,rarely/never,Somewhat important,Not at all important,Somewhat important,Somewhat important,Somewhat important,Not so important,Very important,Very important,Very important,Somewhat important
476434,0.8226,44,College,Other/Mixed,Male,$75-125k,rarely/never,Very important,Somewhat important,Not so important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Very important,Not so important
476438,0.8462,29,College,Hispanic,Male,$75-125k,rarely/never,Very important,Somewhat important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Not at all important,Somewhat important
476439,1.6401,66,High school or less,White,Female,Less than $40k,rarely/never,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476444,0.8896,42,Some college,Hispanic,Female,$75-125k,rarely/never,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476445,0.9029,61,High school or less,White,Female,Less than $40k,rarely/never,Very important,Not so important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Not at all important,Very important
476446,0.515,56,College,Black,Female,$75-125k,always,Very important,Very important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Not at all important,Somewhat important
476447,1.7253,28,High school or less,Hispanic,Female,Less than $40k,rarely/never,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476448,0.6786,69,College,Other/Mixed,Female,$125k or more,sporadic,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important
476450,1.3886,41,High school or less,Black,Female,$40-75k,sporadic,Very important,Very important,Very important,Somewhat important,Very important,Not so important,Very important,Not so important,Very important,Very important
476451,0.7243,40,College,Other/Mixed,Male,$75-125k,sporadic,Somewhat important,Very important,Very important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,Not at all important,Very important
476452,1.4677,67,High school or less,White,Male,Less than $40k,rarely/never,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476455,1.1741,65,High school or less,Other/Mixed,Female,Less than $40k,rarely/never,Very important,Very important,Not so important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not so important
486989,0.4584,52,College,Hispanic,Female,$40-75k,sporadic,Very important,Somewhat important,Very important,Not so important,Very important,Not at all important,Very important,Very important,Not at all important,Very important
486992,1.8179,58,High school or less,White,Female,Less than $40k,rarely/never,Not so important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Not so important
476461,0.6923,82,High school or less,Hispanic,Male,Less than $40k,sporadic,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476464,1.0515,68,High school or less,White,Female,$40-75k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important
476466,0.9211,71,Some college,White,Female,$40-75k,always,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important
476467,1.0209,31,Some college,White,Male,Less than $40k,sporadic,Very important,Very important,Somewhat important,Not at all important,Very important,Not at all important,Very important,Very important,Not at all important,Not at all important
476468,0.9401,50,College,White,Female,Less than $40k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important
476469,1.0849,46,High school or less,Hispanic,Male,Less than $40k,rarely/never,Very important,Somewhat important,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important
476470,0.9715,49,College,White,Female,$40-75k,sporadic,Very important,Somewhat important,Very important,Somewhat important,Very important,Not at all important,Not so important,Very important,Not at all important,Somewhat important
476473,0.844,55,Some college,Hispanic,Female,$125k or more,sporadic,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476474,0.8115,48,High school or less,Hispanic,Male,$75-125k,sporadic,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important
476475,0.5922,66,Some college,Hispanic,Female,Less than $40k,sporadic,Very important,Somewhat important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important
476478,1.0457,73,Some college,White,Female,$75-125k,always,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476479,0.9078,42,College,Hispanic,Female,$125k or more,sporadic,Very important,Not so important,Somewhat important,Not so important,Very important,Not so important,Somewhat important,Very important,Not so important,Somewhat important
476480,1.4698,40,High school or less,White,Female,$40-75k,rarely/never,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important
476483,1.3059,50,Some college,White,Male,$125k or more,sporadic,Not at all important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important
476484,1.3042,49,High school or less,White,Male,$75-125k,rarely/never,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Very important
476486,0.992,24,Some college,Hispanic,Female,Less than $40k,rarely/never,Not at all important,Somewhat important,Not at all important,Not at all important,Not at all important,Somewhat important,Not at all important,Somewhat important,Very important,Not so important
476489,0.7492,65,High school or less,Black,Female,Less than $40k,rarely/never,Very important,Not at all important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Not so important
476490,0.6899,71,College,White,Male,$75-125k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476493,1.8342,27,High school or less,Hispanic,Male,Less than $40k,rarely/never,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important
487029,2.0389,35,High school or less,Black,Female,Less than $40k,rarely/never,Very important,Very important,Very important,Very important,Somewhat important,Not at all important,Very important,Very important,Very important,Very important
476494,0.6297,54,High school or less,Hispanic,Male,Less than $40k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important
476495,0.8184,83,College,White,Male,$75-125k,always,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important
476497,0.7868,77,Some college,White,Male,Less than $40k,sporadic,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
476499,1.2875,31,Some college,White,Female,$40-75k,sporadic,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Not so important
476503,0.6788,72,High school or less,Hispanic,Male,$40-75k,always,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important
